"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"10/09/2015 16:52:06.118"," ","1"
"10/09/2015 16:52:09.118","1.9621592197305526","2"
"10/09/2015 16:52:12.118","0.52083996527733101","2"
"10/09/2015 16:52:15.118","7.6666607884412485e-005","3"
"10/09/2015 16:52:18.134","0.32374081872722504","2"
"10/09/2015 16:52:21.138","0.79933507399787551","0"
"10/09/2015 16:52:24.138","22.591378892529988","7"
"10/09/2015 16:52:27.139","22.41332137069638","2"
"10/09/2015 16:52:30.143","7.6035043006096874","0"
"10/09/2015 16:52:33.148","2.4932019196443611","0"
"10/09/2015 16:52:36.152","1.3689155140140907","1"
"10/09/2015 16:52:39.158","1.6537003027184749","0"
"10/09/2015 16:52:42.161","1.5358054589145631","0"
"10/09/2015 16:52:45.166","2.3715971299664851","0"
"10/09/2015 16:52:48.172","2.3912400807662992","0"
"10/09/2015 16:52:51.175","2.20201119275093","0"
"10/09/2015 16:52:54.180","2.0335459020140889","1"
"10/09/2015 16:52:57.184","1.5832711037996661","0"
"10/09/2015 16:53:00.188","1.865460380992745","0"
"10/09/2015 16:53:03.192","1.5588296137478252","0"
"10/09/2015 16:53:06.208","8.4926403931596006","0"
"10/09/2015 16:53:09.215","12.844702093324923","0"
"10/09/2015 16:53:12.226","2.1726559434916193","0"
"10/09/2015 16:53:15.230","2.6819424614761389","0"
"10/09/2015 16:53:18.236","4.8812157453868021","2"
"10/09/2015 16:53:21.242","3.5148658406899735","2"
"10/09/2015 16:53:24.244","10.588593048769878","1"
"10/09/2015 16:53:27.249","6.102481525771597","0"
"10/09/2015 16:53:30.265","0.51825677345490595","0"
"10/09/2015 16:53:33.265","3.5157166014739505","1"
"10/09/2015 16:53:36.281","0","0"
"10/09/2015 16:53:39.296","0.58298645970034091","0"
"10/09/2015 16:53:42.312","0.064663278907739485","1"
"10/09/2015 16:53:45.327","0.19435099141090761","0"
